debate_id,title,turn1,turn2,sector_label,confidence,combined_text
D261,Breakdown of Government-funded PhD Scholars in Science Disciplines by Citizenship over Past Five Years and Bond Completion Rates,"asked the Minister for Education (a) how many government-funded PhD scholarships in science disciplines were awarded to (i) Singapore Citizens (ii) Permanent Residents and (iii) international students, respectively, over the past five years; (b) what is the average scholarship value per student by group; (c) what is the proportion in each group that failed to complete their bond obligations; and (d) what recovery mechanisms are triggered in default cases.","Over the past decade, an average of about 6,000 PhD students have been enrolled in science, technology, engineering and mathematics (STEM) courses in the autonomous universities (AUs) annually. The proportion of Singapore Citizens and Permanent Residents has been stable at around one-third of the PhD student population. About 90% of the STEM PhD students in the AUs are Government-funded through tuition fee subsidies and stipends. Singapore Citizens receive the highest level of funding to reflect the privileges of citizenship. For example, Singapore Citizens receive $4,300 per month in stipends, compared to $3,900 for Permanent Residents and $3,500 for international students. The PhD students carry out teaching and research supervision duties at the AUs as a service obligation. These students serve out their service obligation during their PhD candidature.",Education,HIGH,"Breakdown of Government-funded PhD Scholars in Science Disciplines by Citizenship over Past Five Years and Bond Completion Rates [SEP] asked the Minister for Education (a) how many government-funded PhD scholarships in science disciplines were awarded to (i) Singapore Citizens (ii) Permanent Residents and (iii) international students, respectively, over the past five years; (b) what is the average scholarship value per student by group; (c) what is the proportion in each group that failed to complete their bond obligations; and (d) what recovery mechanisms are triggered in default cases. [SEP] Over the past decade, an average of about 6,000 PhD students have been enrolled in science, technology, engineering and mathematics (STEM) courses in the autonomous universities (AUs) annually. The proportion of Singapore Citizens and Permanent Residents has been stable at around one-third of the PhD student population. About 90% of the STEM PhD students in the AUs are Government-funded through tuition fee subsidies and stipends. Singapore Citizens receive the highest level of funding to reflect the privileges of citizenship. For example, Singapore Citizens receive $4,300 per month in stipends, compared to $3,900 for Permanent Residents and $3,500 for international students. The PhD students carry out teaching and research supervision duties at the AUs as a service obligation. These students serve out their service obligation during their PhD candidature."
D262,Outcomes of Lung Transplants Performed in Singapore and Maintaining Expertise in This Field,"asked the Coordinating Minister for Social Policies and Minister for Health given that fewer than 20 lung transplants have been carried out since 2000 under the Lung Transplant Programme (a) what were the outcomes of each lung transplant performed since 2020; (b) whether such volume is sufficient to maintain competence in such specialisation; and (c) whether solutions, such as treating subsidised ASEAN patients, have been explored to arrest any skills erosion.","Patients undergoing lung transplant generally have end-stage lung disease. Lung transplant is the only remaining lifesaving treatment option for these patients. There are multiple factors that influence post-transplant outcomes. These include the recipient's underlying diagnosis and presence of cardiopulmonary complications arising from the original lung disease and the health condition at the time of transplantation. Between 2020 and 2025, there were four lung transplant surgeries performed. Three of the recipients passed away and the other is recovering well. The volume of lung transplant surgeries in Singapore is not expected to be comparable to Western countries, likely due to our lower prevalence of end-stage lung diseases. Nonetheless, the transplant team maintains their expertise through training at high volume transplant centres overseas and participation in international conferences and workshops. Experts from the Duke University Health System, one of the largest lung transplant programme in the United States, also proctor the transplant surgeons during transplant surgeries performed in Singapore. Transplant surgeons also maintain their technical skills by performing other thoracic surgeries involving similar surgical techniques used in lung transplants and undergo surgical practice using animal models.",Healthcare,HIGH,"Outcomes of Lung Transplants Performed in Singapore and Maintaining Expertise in This Field [SEP] asked the Coordinating Minister for Social Policies and Minister for Health given that fewer than 20 lung transplants have been carried out since 2000 under the Lung Transplant Programme (a) what were the outcomes of each lung transplant performed since 2020; (b) whether such volume is sufficient to maintain competence in such specialisation; and (c) whether solutions, such as treating subsidised ASEAN patients, have been explored to arrest any skills erosion. [SEP] Patients undergoing lung transplant generally have end-stage lung disease. Lung transplant is the only remaining lifesaving treatment option for these patients. There are multiple factors that influence post-transplant outcomes. These include the recipient's underlying diagnosis and presence of cardiopulmonary complications arising from the original lung disease and the health condition at the time of transplantation. Between 2020 and 2025, there were four lung transplant surgeries performed. Three of the recipients passed away and the other is recovering well. The volume of lung transplant surgeries in Singapore is not expected to be comparable to Western countries, likely due to our lower prevalence of end-stage lung diseases. Nonetheless, the transplant team maintains their expertise through training at high volume transplant centres overseas and participation in international conferences and workshops. Experts from the Duke University Health System, one of the largest lung transplant programme in the United States, also proctor the transplant surgeons during transplant surgeries performed in Singapore. Transplant surgeons also maintain their technical skills by performing other thoracic surgeries involving similar surgical techniques used in lung transplants and undergo surgical practice using animal models."
D263,Yearly Demographics on Employment Departures Due to Eldercare Commitments from 2021 to 2025 and Considerations for Mandated Eldercare Leave for Singaporean Working Adults,asked the Minister for Manpower for each year from 2021 to 2025 (a) how many working adults left employment due to eldercare commitments; (b) what is the demographic breakdown by age and gender; and (c) whether the Government will consider mandating eldercare leave for working adults.,"The total number of residents who were outside the labour force due to eldercare commitments from 2021 to 2025, together with their age and gender breakdown, is shown in Table 1 below. Among this group, an average of 11.9%, or around 1,500 individuals each year, had left their last job within the preceding year. In evaluating how best to support working caregivers, the Government considers the effectiveness of measures in meeting diverse caregiving needs in a sustainable manner and will need to strike a balance with employers' operational needs and the employability of caregivers. Many working caregivers have highlighted that flexible work arrangements (FWAs), are the most useful form of support. We have hence focused on encouraging the adoption of FWAs and other work-life harmony practices to help caregivers manage work and personal responsibilities. This is done through the Tripartite Guidelines on FWA Requests (TG-FWAR) as well as FWA implementation resources and training by tripartite partners and the Institute of Human Resource Professionals. The Government will continue to review our support schemes for working caregivers.",Labour & Workforce,HIGH,"Yearly Demographics on Employment Departures Due to Eldercare Commitments from 2021 to 2025 and Considerations for Mandated Eldercare Leave for Singaporean Working Adults [SEP] asked the Minister for Manpower for each year from 2021 to 2025 (a) how many working adults left employment due to eldercare commitments; (b) what is the demographic breakdown by age and gender; and (c) whether the Government will consider mandating eldercare leave for working adults. [SEP] The total number of residents who were outside the labour force due to eldercare commitments from 2021 to 2025, together with their age and gender breakdown, is shown in Table 1 below. Among this group, an average of 11.9%, or around 1,500 individuals each year, had left their last job within the preceding year. In evaluating how best to support working caregivers, the Government considers the effectiveness of measures in meeting diverse caregiving needs in a sustainable manner and will need to strike a balance with employers' operational needs and the employability of caregivers. Many working caregivers have highlighted that flexible work arrangements (FWAs), are the most useful form of support. We have hence focused on encouraging the adoption of FWAs and other work-life harmony practices to help caregivers manage work and personal responsibilities. This is done through the Tripartite Guidelines on FWA Requests (TG-FWAR) as well as FWA implementation resources and training by tripartite partners and the Institute of Human Resource Professionals. The Government will continue to review our support schemes for working caregivers."
D264,Number of Home Caregiving Grant Applicants and Top Conditions Cared for by Applicants,"asked the Coordinating Minister for Social Policies and Minister for Health (a) what is the cumulative number of applicants for the Home Caregiving Grant (HCG) to date; (b) what are the top three conditions cared for by HCG applicants; and (c) what is the number of applicants broken down by age group of (i) 30 to 39, (ii) 40 to 49, (iii) 50 to 59, (iv) 60 to 69, and (v) 70 years and above.","Mr Speaker, since the Home Caregiving Grant (HCG) was introduced in 2019, there have been over 94,000 applicants for the HCG cumulatively. Of which, 74% were aged 70 and above, 15% were aged 60 to 69, 5% were aged 50 to 59, 2% were aged 40 to 49, and 1% were aged 30 to 39, at the point of application. The Ministry of Health does not collect information on the specific conditions of HCG applicants.",Social & Family Policy,MEDIUM,"Number of Home Caregiving Grant Applicants and Top Conditions Cared for by Applicants [SEP] asked the Coordinating Minister for Social Policies and Minister for Health (a) what is the cumulative number of applicants for the Home Caregiving Grant (HCG) to date; (b) what are the top three conditions cared for by HCG applicants; and (c) what is the number of applicants broken down by age group of (i) 30 to 39, (ii) 40 to 49, (iii) 50 to 59, (iv) 60 to 69, and (v) 70 years and above. [SEP] Mr Speaker, since the Home Caregiving Grant (HCG) was introduced in 2019, there have been over 94,000 applicants for the HCG cumulatively. Of which, 74% were aged 70 and above, 15% were aged 60 to 69, 5% were aged 50 to 59, 2% were aged 40 to 49, and 1% were aged 30 to 39, at the point of application. The Ministry of Health does not collect information on the specific conditions of HCG applicants."
D265,"Differentiating between Wealth Held by Households in Public Versus in Private Housing, and Measures to Sustain or Improve Upward Mobility Rates","asked the Prime Minister and Minister for Finance (a) whether the Ministry differentiates between wealth held in owner-occupied public housing and privately-owned housing in measuring household wealth inequality, given the differences in liquidity and ease of deployment arising from resale conditions and use-of-proceeds rules; and (b) if so, how this is taken into account in assessing households' economic resilience and in the computation of wealth Gini coefficient.","asked the Prime Minister and Minister for Finance in respect of the Ministry's Occasional Paper on income growth, inequality and social mobility trends which indicated that three in four children born into the bottom 20 percent of households in the late 1970s and 1980s moved to higher income tiers as adults, what measures are in place to sustain or improve these upward mobility rates for today's and future cohorts.",Other / Cross-cutting,HIGH,"Differentiating between Wealth Held by Households in Public Versus in Private Housing, and Measures to Sustain or Improve Upward Mobility Rates [SEP] asked the Prime Minister and Minister for Finance (a) whether the Ministry differentiates between wealth held in owner-occupied public housing and privately-owned housing in measuring household wealth inequality, given the differences in liquidity and ease of deployment arising from resale conditions and use-of-proceeds rules; and (b) if so, how this is taken into account in assessing households' economic resilience and in the computation of wealth Gini coefficient. [SEP] asked the Prime Minister and Minister for Finance in respect of the Ministry's Occasional Paper on income growth, inequality and social mobility trends which indicated that three in four children born into the bottom 20 percent of households in the late 1970s and 1980s moved to higher income tiers as adults, what measures are in place to sustain or improve these upward mobility rates for today's and future cohorts."
D266,Rationale for Minimum Eligibility Criterion of At Least One Local Employee for Energy Efficiency Grant,asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the rationale for imposing a minimum eligibility criterion of at least one local employee at the firm-level for the Energy Efficiency Grant; and (b) whether the Ministry will consider tightening this eligibility criterion.,asked the Deputy Prime Minister and Minister for Trade and Industry for an update on (a) the take up rate for the Energy Efficiency Grant (EEG); and (b) what are the total energy savings to date arising from the deployment of energy efficient equipment as a result of the EEG.,Environment,HIGH,Rationale for Minimum Eligibility Criterion of At Least One Local Employee for Energy Efficiency Grant [SEP] asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the rationale for imposing a minimum eligibility criterion of at least one local employee at the firm-level for the Energy Efficiency Grant; and (b) whether the Ministry will consider tightening this eligibility criterion. [SEP] asked the Deputy Prime Minister and Minister for Trade and Industry for an update on (a) the take up rate for the Energy Efficiency Grant (EEG); and (b) what are the total energy savings to date arising from the deployment of energy efficient equipment as a result of the EEG.
D267,Data Collection and Categorisation of Causes of Individual Bankruptcies in Last 10 Years,"asked the Minister for Law (a) what are the top five causes of individual bankruptcies in the past 10 years, including business failure; (b) how is such data collected and categorised; (c) if such data is not available, would the Ministry consider collecting them; and (d) how do we maintain a healthy risk-taking entrepreneurial culture while not indulging those who are financially reckless or irresponsible.","The top five causes of bankruptcy in the past 10 years were business failure, overspending on consumer goods and services, loss of income due to unemployment or retrenchment, liability due to guarantees and low income. This information is self-declared by debtors in their Statement of Affairs (SA), either in their bankruptcy application or upon their being made bankrupt on a creditor's application. When filling up the SA, the debtor selects the most applicable cause of insolvency from a drop-down list. To foster a vibrant, innovation-led environment for entrepreneurs to thrive, the Government has introduced a comprehensive range of schemes and programmes to support our local startups and encourage innovation. These include mentorships from Accredited Mentor Partners, grants to entrepreneurs, talent support and providing startups with spaces to meet the needs of promising founders and startup enablers and help them grow. To encourage healthy and responsible entrepreneurship, it is important that our entrepreneurs make sound financing decisions and have a stake in the outcome. For example, the Startup SG Founder grant requires a dollar-for-dollar matching by entrepreneurs. The Ministry of Law also regularly reviews the bankruptcy regime, which strikes a balance between the interests of persons seeking to engage in business activity and financial responsibility.",Other / Cross-cutting,HIGH,"Data Collection and Categorisation of Causes of Individual Bankruptcies in Last 10 Years [SEP] asked the Minister for Law (a) what are the top five causes of individual bankruptcies in the past 10 years, including business failure; (b) how is such data collected and categorised; (c) if such data is not available, would the Ministry consider collecting them; and (d) how do we maintain a healthy risk-taking entrepreneurial culture while not indulging those who are financially reckless or irresponsible. [SEP] The top five causes of bankruptcy in the past 10 years were business failure, overspending on consumer goods and services, loss of income due to unemployment or retrenchment, liability due to guarantees and low income. This information is self-declared by debtors in their Statement of Affairs (SA), either in their bankruptcy application or upon their being made bankrupt on a creditor's application. When filling up the SA, the debtor selects the most applicable cause of insolvency from a drop-down list. To foster a vibrant, innovation-led environment for entrepreneurs to thrive, the Government has introduced a comprehensive range of schemes and programmes to support our local startups and encourage innovation. These include mentorships from Accredited Mentor Partners, grants to entrepreneurs, talent support and providing startups with spaces to meet the needs of promising founders and startup enablers and help them grow. To encourage healthy and responsible entrepreneurship, it is important that our entrepreneurs make sound financing decisions and have a stake in the outcome. For example, the Startup SG Founder grant requires a dollar-for-dollar matching by entrepreneurs. The Ministry of Law also regularly reviews the bankruptcy regime, which strikes a balance between the interests of persons seeking to engage in business activity and financial responsibility."
D268,Clarification by Senior Minister of State for Manpower,"Thank you, Mr Speaker. I just want to make a factual clarification in my reply to Mr Pritam Singh's supplementary questions earlier, on how many complaints the Ministry of Manpower (MOM) received about illegal platform workers prior to this recent spate of enforcements. I stated it is about 70. Actually, the correct answer should be about 50 per year, since January 2023. Thank you, Sir.",,Labour & Workforce,HIGH,"Clarification by Senior Minister of State for Manpower [SEP] Thank you, Mr Speaker. I just want to make a factual clarification in my reply to Mr Pritam Singh's supplementary questions earlier, on how many complaints the Ministry of Manpower (MOM) received about illegal platform workers prior to this recent spate of enforcements. I stated it is about 70. Actually, the correct answer should be about 50 per year, since January 2023. Thank you, Sir. [SEP] "
D269,Outcomes of EatWise SG Programme and Nutrition Support Access for Vulnerable Seniors,"asked the Coordinating Minister for Social Policies and Minister for Health (a) what outcomes have been observed from the rollout of the EatWise SG programme and how these are measured; and (b) how else does the Ministry ensure that vulnerable seniors, such as those living alone, with mobility challenges or lower incomes, have equitable access to nutrition support and subsidised meal plans.",This question for written answer has been addressed in the oral reply to Parliamentary Question No 43 in the Parliament Sitting for 4 November 2025.,Healthcare,MEDIUM,"Outcomes of EatWise SG Programme and Nutrition Support Access for Vulnerable Seniors [SEP] asked the Coordinating Minister for Social Policies and Minister for Health (a) what outcomes have been observed from the rollout of the EatWise SG programme and how these are measured; and (b) how else does the Ministry ensure that vulnerable seniors, such as those living alone, with mobility challenges or lower incomes, have equitable access to nutrition support and subsidised meal plans. [SEP] This question for written answer has been addressed in the oral reply to Parliamentary Question No 43 in the Parliament Sitting for 4 November 2025."
D270,Strengthening Enforcement Actions Taken against Illegal Exhaust Modifications or Breaches of Noise Emission Standards,"asked the Acting Minister for Transport (a) in the past two years, how many vehicles were penalised for illegal exhaust modifications or breaches of noise emission standards; and (b) whether enforcement, penalties or detection methods will be strengthened given the disproportionate impact of such noise on residents' sleep and mental wellbeing.","In the last two years, approximately 1,600 and 350 vehicle owners were penalised for illegal exhaust modifications and breaches of noise emission standards respectively. The Land Transport and Related Matters Bill, to be introduced in the January Parliamentary Sitting, will include heavier penalties for the illegal modification of exhaust systems.",Transport,HIGH,"Strengthening Enforcement Actions Taken against Illegal Exhaust Modifications or Breaches of Noise Emission Standards [SEP] asked the Acting Minister for Transport (a) in the past two years, how many vehicles were penalised for illegal exhaust modifications or breaches of noise emission standards; and (b) whether enforcement, penalties or detection methods will be strengthened given the disproportionate impact of such noise on residents' sleep and mental wellbeing. [SEP] In the last two years, approximately 1,600 and 350 vehicle owners were penalised for illegal exhaust modifications and breaches of noise emission standards respectively. The Land Transport and Related Matters Bill, to be introduced in the January Parliamentary Sitting, will include heavier penalties for the illegal modification of exhaust systems."
D271,Ensuring Delivery Platform Work is Performed by Singaporeans and Permanent Residents Only,asked the Minister for Manpower (a) what checks has the Ministry put in place to ensure that delivery platform work is performed by Singaporeans and Permanent Residents only; and (b) under what circumstances are delivery platforms allowed to engage third party vendors with non-Singaporean delivery workers.,asked the Minister for Manpower (a) whether the Ministry has been tracking the number of subcontractors and foreign work pass holders that are engaged by platform companies or operators to meet surge demands or for any other reason; and (b) how does the Ministry ensure that income opportunities for local platform workers are not compromised arising from such arrangements.,Labour & Workforce,HIGH,Ensuring Delivery Platform Work is Performed by Singaporeans and Permanent Residents Only [SEP] asked the Minister for Manpower (a) what checks has the Ministry put in place to ensure that delivery platform work is performed by Singaporeans and Permanent Residents only; and (b) under what circumstances are delivery platforms allowed to engage third party vendors with non-Singaporean delivery workers. [SEP] asked the Minister for Manpower (a) whether the Ministry has been tracking the number of subcontractors and foreign work pass holders that are engaged by platform companies or operators to meet surge demands or for any other reason; and (b) how does the Ministry ensure that income opportunities for local platform workers are not compromised arising from such arrangements.
D272,Salary Review of Allied Health Professionals and Key Findings,asked the Coordinating Minister for Social Policies and Minister for Health (a) when was the last salary review of allied health professionals held; (b) what were some of the key findings and recommendations; and (c) whether the Government can provide an update on some of the follow-up actions taken since then.,The last salary review of allied health professionals (AHPs) in public healthcare institutions was implemented in July 2025. AHPs received increases of up to 7% to their monthly base salaries. The Ministry of Health will continue monitoring the review of the remuneration packages of healthcare workers regularly to ensure market competitiveness.,Labour & Workforce,MEDIUM,Salary Review of Allied Health Professionals and Key Findings [SEP] asked the Coordinating Minister for Social Policies and Minister for Health (a) when was the last salary review of allied health professionals held; (b) what were some of the key findings and recommendations; and (c) whether the Government can provide an update on some of the follow-up actions taken since then. [SEP] The last salary review of allied health professionals (AHPs) in public healthcare institutions was implemented in July 2025. AHPs received increases of up to 7% to their monthly base salaries. The Ministry of Health will continue monitoring the review of the remuneration packages of healthcare workers regularly to ensure market competitiveness.
D273,Tangible Creative Breakthroughs Resulting from Students Topping PISA Assessments in Creative Thinking,"asked the Minister for Education whether the Government is conducting any longitudinal study on Singaporean students who top the Organisation for Economic Cooperation and Development's Programme for International Student Assessment creative thinking tests, to see if this leads to tangible future innovations or creative breakthroughs.","International benchmarking studies, such as the Programme for International Student Assessment (PISA) for students aged 15, have consistently found that our students perform well in 21st Century Competencies relative to their international peers, such as in areas like collaborative problem-solving, global competence and creative thinking. As our students progress to Institutes of Higher Learning, they continue to build upon this foundation and develop skills that will serve them well in work and adulthood. We do not have plans to conduct longitudinal studies to track if strong performance in PISA Creative Thinking domain leads specifically to future innovations or creative breakthroughs, as these depend on many other factors beyond one's creative thinking ability at the age of 15.",Education,HIGH,"Tangible Creative Breakthroughs Resulting from Students Topping PISA Assessments in Creative Thinking [SEP] asked the Minister for Education whether the Government is conducting any longitudinal study on Singaporean students who top the Organisation for Economic Cooperation and Development's Programme for International Student Assessment creative thinking tests, to see if this leads to tangible future innovations or creative breakthroughs. [SEP] International benchmarking studies, such as the Programme for International Student Assessment (PISA) for students aged 15, have consistently found that our students perform well in 21st Century Competencies relative to their international peers, such as in areas like collaborative problem-solving, global competence and creative thinking. As our students progress to Institutes of Higher Learning, they continue to build upon this foundation and develop skills that will serve them well in work and adulthood. We do not have plans to conduct longitudinal studies to track if strong performance in PISA Creative Thinking domain leads specifically to future innovations or creative breakthroughs, as these depend on many other factors beyond one's creative thinking ability at the age of 15."
D274,Study on Nuclear Energy Usage and Waste Disposal in Singapore and Public Disclosure of Findings,asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether EMA's tender to study nuclear energy use in Singapore includes efforts to understand nuclear waste disposal options for Singapore; and (b) whether the Ministry will fully release the results of the study to the public upon completion.,The recently awarded Energy Market Authority (EMA) tender is focused on helping us to understand the technology and safety of various advanced nuclear power plant technologies and their viability for Singapore. The important issue of nuclear waste disposal will be assessed separately. We will continue to update the public as appropriate to strengthen Singaporeans' understanding of nuclear energy.,Digital Economy & Tech,HIGH,Study on Nuclear Energy Usage and Waste Disposal in Singapore and Public Disclosure of Findings [SEP] asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether EMA's tender to study nuclear energy use in Singapore includes efforts to understand nuclear waste disposal options for Singapore; and (b) whether the Ministry will fully release the results of the study to the public upon completion. [SEP] The recently awarded Energy Market Authority (EMA) tender is focused on helping us to understand the technology and safety of various advanced nuclear power plant technologies and their viability for Singapore. The important issue of nuclear waste disposal will be assessed separately. We will continue to update the public as appropriate to strengthen Singaporeans' understanding of nuclear energy.
D275,"Breakdown of Healthcare Research Funding Allocation under RIE by Disease Area, Research Theme and Programme Type","asked the Coordinating Minister for Social Policies and Minister for Health regarding the $2.4 billion which has been committed to healthcare research under the national Research, Innovation and Enterprise plans, whether the Ministry will publish a detailed breakdown of the funding allocation by disease area, research theme, and programme type.",The annual healthcare research funding allocations by programme type are published on the Ministry of Health's (MOH's) website 1 . MOH does not publish detailed funding allocations by disease area and research theme.,Healthcare,HIGH,"Breakdown of Healthcare Research Funding Allocation under RIE by Disease Area, Research Theme and Programme Type [SEP] asked the Coordinating Minister for Social Policies and Minister for Health regarding the $2.4 billion which has been committed to healthcare research under the national Research, Innovation and Enterprise plans, whether the Ministry will publish a detailed breakdown of the funding allocation by disease area, research theme, and programme type. [SEP] The annual healthcare research funding allocations by programme type are published on the Ministry of Health's (MOH's) website 1 . MOH does not publish detailed funding allocations by disease area and research theme."
D276,"Addressing Noise Fatigue from Prolonged, Cumulative Exposure and Infrastructure Works and MRT Operations in Yio Chu Kang","asked the Acting Minister for Transport regarding noise from North-South Corridor works and MRT tracks in Yio Chu Kang (a) whether noise mitigation efforts account for residents’ noise fatigue from prolonged, cumulative exposure; (b) what is the maintenance regime for existing noise barriers; and (c) whether barriers will be proactively installed along MRT tracks to support rising population density.","Noise mitigation measures are put in place to ensure that cumulative noise levels from construction sites and MRT viaducts are within the National Environment Agency’s guidelines for prolonged exposure. Noise barriers are installed along MRT viaducts that are very close to residential developments. These barriers undergo regular maintenance to ensure they remain effective. For construction sites such as for the North-South Corridor, contractors are required to carry out localised noise impact assessments prior to new construction works. Where necessary, they must deploy noise barriers, noise enclosures and fit mufflers on machinery to reduce noise levels. The impact of railway noise is monitored through regular noise measurements and in response to feedback from residents. Where noise levels are found to have exceeded guidelines, further mitigation measures such as additional noise barriers will be implemented.",Transport,HIGH,"Addressing Noise Fatigue from Prolonged, Cumulative Exposure and Infrastructure Works and MRT Operations in Yio Chu Kang [SEP] asked the Acting Minister for Transport regarding noise from North-South Corridor works and MRT tracks in Yio Chu Kang (a) whether noise mitigation efforts account for residents’ noise fatigue from prolonged, cumulative exposure; (b) what is the maintenance regime for existing noise barriers; and (c) whether barriers will be proactively installed along MRT tracks to support rising population density. [SEP] Noise mitigation measures are put in place to ensure that cumulative noise levels from construction sites and MRT viaducts are within the National Environment Agency’s guidelines for prolonged exposure. Noise barriers are installed along MRT viaducts that are very close to residential developments. These barriers undergo regular maintenance to ensure they remain effective. For construction sites such as for the North-South Corridor, contractors are required to carry out localised noise impact assessments prior to new construction works. Where necessary, they must deploy noise barriers, noise enclosures and fit mufflers on machinery to reduce noise levels. The impact of railway noise is monitored through regular noise measurements and in response to feedback from residents. Where noise levels are found to have exceeded guidelines, further mitigation measures such as additional noise barriers will be implemented."
D277,Number and Causes of Refuse Chute Fires,"asked the Coordinating Minister for National Security and Minister for Home Affairs (a) in each of the last three years, what is the percentage of refuse chute fires of all residential fires that the Singapore Civil Defence Force responded to; (b) in each of the last three years, what is the average number of refuse chute fires per month; and (c) what are the main suspected causes of such refuse chute fires.","Refuse chute fires are considered minor fires. They are typically caused by indiscriminate disposal of lighted materials such as un-extinguished cigarette butts and smouldering embers. They are generally low-risk with little potential for fire spread. Refuse chute fires are very different from residential fires and are therefore tracked separately from residential fire statistics. It would not be meaningful to compare refuse chute fires and residential fires. The Singapore Civil Defence Force responded to an average of 54, 46 and 47 refuse chute fires per month in 2022, 2023 and 2024 respectively.",Defence & Home Affairs,HIGH,"Number and Causes of Refuse Chute Fires [SEP] asked the Coordinating Minister for National Security and Minister for Home Affairs (a) in each of the last three years, what is the percentage of refuse chute fires of all residential fires that the Singapore Civil Defence Force responded to; (b) in each of the last three years, what is the average number of refuse chute fires per month; and (c) what are the main suspected causes of such refuse chute fires. [SEP] Refuse chute fires are considered minor fires. They are typically caused by indiscriminate disposal of lighted materials such as un-extinguished cigarette butts and smouldering embers. They are generally low-risk with little potential for fire spread. Refuse chute fires are very different from residential fires and are therefore tracked separately from residential fire statistics. It would not be meaningful to compare refuse chute fires and residential fires. The Singapore Civil Defence Force responded to an average of 54, 46 and 47 refuse chute fires per month in 2022, 2023 and 2024 respectively."
D278,Data On Foreigners Working Without Valid Employment Passes,asked the Minister for Manpower (a) how many cases of foreigners found working without valid employment passes were reported annually over the last five years; and (b) what proportion resulted in (i) prosecutions (ii) fines or (iii) repatriations.,"Mr Speaker, from 2020 to 2024, the annual average of about 450 foreigners were found to be working illegally without valid work passes. On average, 13 foreigners were prosecuted, four were fined and the rest were issued with warnings, as most of the cases involved short duration of illegal employment. These foreigners were also repatriated and debarred from working in Singapore.",Labour & Workforce,HIGH,"Data On Foreigners Working Without Valid Employment Passes [SEP] asked the Minister for Manpower (a) how many cases of foreigners found working without valid employment passes were reported annually over the last five years; and (b) what proportion resulted in (i) prosecutions (ii) fines or (iii) repatriations. [SEP] Mr Speaker, from 2020 to 2024, the annual average of about 450 foreigners were found to be working illegally without valid work passes. On average, 13 foreigners were prosecuted, four were fined and the rest were issued with warnings, as most of the cases involved short duration of illegal employment. These foreigners were also repatriated and debarred from working in Singapore."
D279,Support Provided to Swedish Car Maker for R&D Office in Singapore and Clawback Penalties Imposed following Closure Eight Months After Launch,asked the Deputy Prime Minister and Minister for Trade and Industry (a) what are the various forms of financial and non-financial support provided by the Economic Development Board for the establishment of a Swedish car R&D office in Singapore; and (b) whether there are clawback provisions and penalties imposed on the company for the closure eight months after its launch.,"Companies that receive support from the Government must meet certain economic outcomes, such as job creation and local employment, business spending or fixed asset investment. The Government has mechanisms to claw back subsidies from companies that fail to meet these outcomes. We are unable to share specific details of individual companies due to commercial sensitivities and confidentiality requirements.",Other / Cross-cutting,HIGH,"Support Provided to Swedish Car Maker for R&D Office in Singapore and Clawback Penalties Imposed following Closure Eight Months After Launch [SEP] asked the Deputy Prime Minister and Minister for Trade and Industry (a) what are the various forms of financial and non-financial support provided by the Economic Development Board for the establishment of a Swedish car R&D office in Singapore; and (b) whether there are clawback provisions and penalties imposed on the company for the closure eight months after its launch. [SEP] Companies that receive support from the Government must meet certain economic outcomes, such as job creation and local employment, business spending or fixed asset investment. The Government has mechanisms to claw back subsidies from companies that fail to meet these outcomes. We are unable to share specific details of individual companies due to commercial sensitivities and confidentiality requirements."
D280,Criteria that Qualify for Intervention by Community Relations Unit and Unit's Effectiveness in Addressing Neighbourly Disputes,"asked the Minister for National Development (a) what criteria distinguishes a severe noise dispute qualifying for Community Relations Unit intervention; and (b) given that the one-year pilot in Tampines handled only five severe cases while not deploying noise sensors, what is the Ministry’s assessment of (i) the unit’s efficacy and (ii) whether its enforcement powers are operationally useful.",asked the Minister for National Development since the pilot launch of the Community Relations Unit (CRU) in April 2025 (a) how many cases have been resolved or closed by the CRU; and (b) what is the Ministry’s assessment of the effectiveness of the CRU in addressing severe neighbour disputes involving noise and hoarding.,Housing & Property,MEDIUM,"Criteria that Qualify for Intervention by Community Relations Unit and Unit's Effectiveness in Addressing Neighbourly Disputes [SEP] asked the Minister for National Development (a) what criteria distinguishes a severe noise dispute qualifying for Community Relations Unit intervention; and (b) given that the one-year pilot in Tampines handled only five severe cases while not deploying noise sensors, what is the Ministry’s assessment of (i) the unit’s efficacy and (ii) whether its enforcement powers are operationally useful. [SEP] asked the Minister for National Development since the pilot launch of the Community Relations Unit (CRU) in April 2025 (a) how many cases have been resolved or closed by the CRU; and (b) what is the Ministry’s assessment of the effectiveness of the CRU in addressing severe neighbour disputes involving noise and hoarding."
